"x"
"SGO2"
"MAD2L1"
"SEPTIN8"
"SKA3"
"HPRT1"
"WEE1"
"PCLAF"
"PLK1"
"RRM1"
"CHAF1A"
"PBK"
"NT5DC2"
"FEN1"
"HSPA4"
"SHCBP1"
"RMI2"
"LMNB2"
"TALDO1"
"DCTPP1"
"PPA1"
"GINS3"
"CDCA2"
"HPDL"
"ERCC6L"
"TMEM120A"
"BLM"
"DPP4"
"TFDP1"
"WDHD1"
"NME1"
"LAP3"
"LASP1"
"SNX11"
"M6PR"
"POLDIP2"
"FKBP4"
"CDC27"
"ITGAL"
"GGCT"
"IL32"
"NCAPD2"
"CEP68"
"UBR7"
"MDH1"
"BID"
"SLC38A5"
"STRAP"
"VIM"
"RNASET2"
"BTN3A1"
"CENPQ"
"APBA2"
"METTL1"
"PI4K2B"
"SPDL1"
"HSPA5"
"MAP4"
"RFC2"
"LIMA1"
"HEBP2"
"EIF2AK2"
"POLD1"
"IPO5"
"YBX1"
"LRRC40"
"PFKP"
"IDI1"
"RHOA"
"IARS2"
"IFI35"
"ACSL4"
"RASGRP2"
"RAB27A"
"PFN2"
"DAPP1"
"PABPC1"
"RAD18"
"SREBF1"
"TBX21"
"LMAN1"
"TIPIN"
"EIF4G3"
"NUP37"
"TTC38"
"MLH1"
"UNG"
"LRCH4"
"POLD3"
"ITM2A"
"TNRC6C"
"XRCC5"
"KIF22"
"KEAP1"
"CPOX"
"HSP90AA1"
"GEMIN5"
"PLOD1"
"TXLNA"
"CAD"
"AK6"
"DNAJA1"
"HUWE1"
"OGFOD1"
"OAS1"
"PEBP1"
"NUDC"
"NRCAM"
"ITGA6"
"NLRP1"
"WDR76"
"ADA2"
"SRPK1"
"CDC7"
"ABLIM1"
"PES1"
"PIK3IP1"
"SNU13"
"SUN2"
"MCM5"
"CBX7"
"TXN2"
"RANGAP1"
"GNPNAT1"
"TIMM9"
"TMED8"
"AHSA1"
"LGMN"
"ITPK1"
"APEX1"
"SEC23B"
"POFUT1"
"NOP56"
"CHMP4B"
"PPP1R16B"
"POLA1"
"KPNA3"
"KATNAL1"
"SLC7A6"
"ELOB"
"RBL2"
"BCKDK"
"CCP110"
"AAGAB"
"EHD4"
"CEP152"
"GABPB1"
"EIF3J"
"SGK3"
"STK3"
"NDRG1"
"CHRAC1"
"ERI1"
"GSR"
"ARHGEF18"
"C19ORF53"
"FSD1"
"ARMC6"
"PIK3CG"
"MTPN"
"GARS1"
"AGFG2"
"BLVRA"
"POLD2"
"NMRK1"
"PLEKHA1"
"CUEDC2"
"GTPBP4"
"BCCIP"
"XPNPEP1"
"CCDC6"
"UBE2S"
"PPIF"
"KPNB1"
"FTSJ3"
"EZH1"
"MAP2K6"
"INPP4B"
"GAR1"
"PUS3"
"CCDC86"
"PPFIBP1"
"SELPLG"
"CAMKK2"
"GPN3"
"OAS2"
"RFC5"
"CMAS"
"MAN1A1"
"RIPOR2"
"STK38"
"PHF1"
"PPP2R5D"
"SRF"
"HSPA9"
"TARS1"
"PCCB"
"CBLB"
"GBE1"
"EIF4G1"
"PPM1G"
"IFIH1"
"HTRA2"
"PDCL3"
"DARS1"
"PNO1"
"MSH6"
"CACYBP"
"FBXO6"
"CD2"
"TTF2"
"SDHB"
"GBP1"
"GALE"
"VAMP8"
"NDUFB3"
"PTPA"
"PHF19"
"IFIT3"
"ACAT2"
"MASTL"
"HSPH1"
"PLS1"
"UTP20"
"MND1"
"NAA50"
"CXCR4"
"LY9"
"CISD1"
"HVCN1"
"CDKN2C"
"PRDX4"
"NLN"
"MORF4L2"
"NMI"
"CSE1L"
"VAMP7"
"XPO5"
"H1-3"
"RIOK1"
"AHNAK"
"CLYBL"
"MRPS7"
"PSD4"
"MGME1"
"EIF2S2"
"UROD"
"XRCC3"
"UBA2"
"COX6B1"
"PRDX5"
"PRMT1"
"TRAP1"
"HSPA2"
"FGD3"
"TRAF2"
"CHTF18"
"ECHS1"
"SDF2L1"
"RAC2"
"APOBEC3F"
"SPECC1"
"CALU"
"HAT1"
"KNSTRN"
"DUT"
"KIF1C"
"PARP2"
"MIS18BP1"
"MAP7D3"
"FAM98C"
"BST2"
"ACTN4"
"TRIM28"
"DNMT1"
"DKC1"
"CAP1"
"RFTN1"
"PSME3"
"ACLY"
"DNAJB1"
"CLUH"
"FIGNL1"
"ERAL1"
"NIP7"
"PCNA"
"DPH2"
"TOE1"
"NASP"
"POMP"
"EPSTI1"
"HSPBP1"
"CEP20"
"ATP13A3"
"SWAP70"
"RRAS2"
"EIF2S1"
"CDK7"
"EMC7"
"CD101"
"RAB33A"
"GNL2"
"FADS2"
"WDR36"
"TRAFD1"
"NT5E"
"CAPRIN1"
"KIAA0513"
"ABCB10"
"FLNB"
"CKAP2"
"BZW2"
"EPRS1"
"DNAJC1"
"PSMB7"
"PLAA"
"SIT1"
"HMGA1"
"SORL1"
"FDX1"
"NUSAP1"
"HAUS2"
"PNPT1"
"SLC5A6"
"KIF20B"
"ASCC1"
"OLA1"
"PARP9"
"SPPL2A"
"PAPSS1"
"RGS3"
"RB1"
"LYSMD2"
"CPNE2"
"IRF8"
"NOB1"
"TMC6"
"SAE1"
"PSMB6"
"EFHD2"
"SH3BGRL3"
"TIPRL"
"GPA33"
"PFDN2"
"HDGF"
"RAB13"
"SCCPDH"
"PARP1"
"EPHX1"
"PDIA6"
"GALM"
"RALB"
"FANCD2"
"MANF"
"TIFA"
"BTF3"
"TNIP1"
"NHP2"
"PRIM2"
"MMS22L"
"ARHGAP18"
"ABRACL"
"NDUFB11"
"NSDHL"
"CETN2"
"CHMP7"
"POLE3"
"PDSS1"
"GSTO1"
"PDCD11"
"HYOU1"
"INCENP"
"SEC24D"
"UEVLD"
"ANK3"
"TEX30"
"CDC123"
"NCAPD3"
"HAUS1"
"NMT2"
"CD8A"
"GRAP"
"TOMM70"
"GBP5"
"ATP5PF"
"XPC"
"SAMSN1"
"SLC16A1"
"VBP1"
"RWDD2B"
"CCT8"
"UBE2L6"
"RAB11FIP1"
"UTP14A"
"SLC35B2"
"LDLRAP1"
"EIF5B"
"COPG2"
"ZNF276"
"MIS18A"
"GART"
"CSRP1"
"RUNX1"
"THEM4"
"PRMT2"
"FDPS"
"SLC25A44"
"MRNIP"
"PGLYRP2"
"ITGA5"
"LSM12"
"LARP4"
"AK4"
"DHRS3"
"USP1"
"GBP4"
"ARPC5"
"SLAMF6"
"TFB2M"
"FCMR"
"COQ8A"
"PBXIP1"
"KBTBD8"
"GMPS"
"TOPBP1"
"DTX3L"
"RFC4"
"TKT"
"GNL3"
"SLBP"
"CCDC51"
"HMGB2"
"ABCE1"
"UTP15"
"KLKB1"
"STK17A"
"FABP5"
"STOML2"
"NDRG2"
"CASP7"
"PSMC3"
"CEP57"
"TCP11L2"
"RAB8B"
"NOLC1"
"APBB1"
"HDGFL3"
"MCM7"
"FN3K"
"MVD"
"SRR"
"TSR1"
"PRDX2"
"FTH1"
"COA6"
"H1-4"
"DTYMK"
"TAP1"
"REEP4"
"STAT3"
"IL7R"
"VAMP5"
"MAT2A"
"COMMD8"
"RGS14"
"CA5B"
"PGM2"
"NANP"
"TCAF2"
"SERPINB9"
"MTSS1"
"PPID"
"CTPS1"
"QARS1"
"HCFC1"
"SLFN11"
"CORO1B"
"LRRC20"
"CFL1"
"DHCR7"
"PARP14"
"GLRX"
"SULT1B1"
"TRMT10C"
"ZBTB4"
"ATP2A2"
"ZWILCH"
"CD248"
"GPR171"
"CKAP5"
"BANF1"
"SSNA1"
"ATAD5"
"POLE"
"FAM210A"
"TOP3A"
"GEN1"
"SUZ12"
"PFAS"
"SNX18"
"GIMAP7"
"SEPHS2"
"SGSH"
"MOB2"
"CEP97"
"SKA2"
"NAA38"
"PSMG1"
"HMCES"
"RFLNB"
"UPP1"
"TBK1"
"CBX6"
"SMTN"
"IRAK1"
"KNTC1"
"H1-10"
"SIGIRR"
"GPRIN3"
"BRCC3"
"C16ORF54"
"RASA3"
"BCL9L"
"BTLA"
"PRR5"
"PLCD1"
"HSPA14"
"VMAC"
"H1-2"
"ZC3H6"
"NDUFA4"
"HMGB1"
"SPATS2L"
"GIMAP5"
"YRDC"
"LAGE3"
"RAD54B"
"SVIL"
"HNRNPAB"
"MCMBP"
"ATAD3A"
"SGTB"
"MAK16"
"PRIM1"
"BAZ1A"
"ZNF652"
"HMGN2"
"APRT"
"CCDC167"
"TCEA3"
"FKBPL"
"IPO7"
"TECPR1"
"TMSB4X"
"JPT2"
"GIMAP1"
"GSTM2"
"ARHGAP19"
"DDAH2"
"IRF9"
"VAMP2"
"DHFR"
"LYRM9"
"TXNDC5"
"ARPC4"
"JMJD7"
"PGAM5"
"EPPK1"
"TXNIP"
"SRGAP2"
"CYFIP1"
"ACACA"
"GCLC"
"SLC25A13"
"HCCS"
"MSL3"
"CREBBP"
"WDR54"
"IBTK"
"PDK2"
"ELAC2"
"LUC7L"
"TSR3"
"TRAF3IP3"
"STARD3NL"
"ELOA"
"PPP5C"
"CLK1"
"CD6"
"POLA2"
"ZMYND11"
"ATP2C1"
"AGPS"
"SERPINB1"
"PLEKHO1"
"NCAPH2"
"KPNA6"
"FAS"
"TMSB10"
"FAM136A"
"RFC1"
"INPP4A"
"JADE2"
"USP28"
"H6PD"
"NEDD4L"
"AKR7A2"
"SYNE2"
"ITIH4"
"SOAT1"
"ATP2B4"
"SLC2A3"
"BTBD1"
"WDR3"
"DGKA"
"NDUFB4"
"HEATR6"
"FTSJ1"
"ATP11A"
"JMJD6"
"AP3M2"
"ALDH3A2"
"STK10"
"ST6GAL1"
"EED"
"TIMM21"
"ARHGAP15"
"ICAM3"
"ARHGEF1"
"SIRT6"
"UBE2K"
"FDFT1"
"PUM3"
"TCF7"
"AACS"
"FYB1"
"C5ORF22"
"KAT6A"
"NUFIP1"
"CHMP5"
"IPO11"
"SEPHS1"
"ZW10"
"DOCK9"
"ESF1"
"PXN"
"MLF2"
"DNAJB11"
"TXNL1"
"TF"
"HAUS4"
"UPRT"
"MSH2"
"DHPS"
"PSMD5"
"MKNK2"
"TRMT2A"
"CYTH4"
"DDX17"
"ARSA"
"GRAP2"
"SLC25A17"
"DESI1"
"RPS6KA5"
"SAMHD1"
"RIOK3"
"TBL1X"
"PGRMC1"
"ARMCX3"
"DNAJC3"
"CLN5"
"CORO1A"
"NFAT5"
"MLYCD"
"USP10"
"GSPT1"
"KNOP1"
"BPNT2"
"TRMT1"
"SGTA"
"TIMM44"
"FAM32A"
"TGFB1"
"CDC37"
"GRWD1"
"BCAT2"
"TNPO2"
"CRTC1"
"DDX49"
"DNAJC2"
"HBP1"
"GIMAP2"
"EIF4H"
"DDX50"
"LHPP"
"MTPAP"
"GLRX3"
"TFAM"
"TSPAN14"
"CBX1"
"SLC25A11"
"CCDC47"
"ICAM2"
"HDAC5"
"DHRS7B"
"UNC119"
"TMEM33"
"GRPEL1"
"EIF4G2"
"BIN2"
"ARPC3"
"CDKN1B"
"EIF2B1"
"ENO2"
"NT5DC3"
"BTN3A3"
"BAG2"
"HECA"
"TFEB"
"C7"
"MRPS27"
"RASGRF2"
"SUB1"
"SEC24A"
"RARS1"
"TIMMDC1"
"CRBN"
"PFKFB4"
"GNAI2"
"FOXP1"
"EFHD1"
"HSPE1"
"ABCB6"
"HDLBP"
"CEBPZ"
"SPR"
"AMPD2"
"SCAMP3"
"UAP1"
"ECE1"
"SLC2A1"
"PRDX6"
"RCAN3"
"MAN1C1"
"NENF"
"CTSD"
"APOA1"
"KLF12"
"CCDC92"
"SLIRP"
"EIF2B2"
"TMEM214"
"FAM98A"
"CRIPT"
"IFIT2"
"PCMT1"
"NUDCD1"
"WBP4"
"ECHDC2"
"UBL3"
"P4HA1"
"CCDC91"
"GIPC1"
"SPRYD7"
"STAU1"
"H1-1"
"NUP153"
"EEF1E1"
"TM9SF2"
"UPF3B"
"SLC25A19"
"TTF1"
"GTF2F1"
"CAPNS1"
"PDCD2L"
"TIMM8A"
"BCL11B"
"IDUA"
"AAMP"
"EMC4"
"FXR2"
"SLC44A2"
"DAD1"
"TTI2"
"DOHH"
"SLC27A1"
"DDA1"
"JUND"
"CEP85"
"SESN2"
"THEMIS2"
"SYNE1"
"HAUS8"
"GCH1"
"MRPL35"
"SCLY"
"COQ3"
"GRSF1"
"PCBD2"
"ZNF414"
"RTN3"
"SARAF"
"DGLUCY"
"TTC9"
"GGACT"
"OASL"
"P2RX4"
"DNAJC14"
"LTV1"
"KLHL36"
"COX5B"
"PWP1"
"LMO7"
"NUDT15"
"TBRG4"
"IREB2"
"LIMD2"
"TANK"
"YME1L1"
"ECPAS"
"STXBP1"
"PDCL"
"UBAP2"
"DENND4C"
"ARRB1"
"DCUN1D5"
"PLCB2"
"ZNF280D"
"RSL24D1"
"GCHFR"
"RABGGTB"
"IFI44"
"LRPPRC"
"STAMBPL1"
"ARL3"
"METTL5"
"FASTKD1"
"HERC5"
"LARP1B"
"NAAA"
"G3BP2"
"USO1"
"LEF1"
"ZCRB1"
"ZNF740"
"SETD1B"
"ANP32A"
"CRTC3"
"UQCRC2"
"NDUFB10"
"PTRH2"
"SLC16A3"
"GEMIN7"
"MYO1F"
"SYTL1"
"PRKACB"
"TOR1AIP1"
"GABPB2"
"LBR"
"SRPRB"
"EIF2A"
"TRMT10A"
"IQGAP2"
"ARHGAP26"
"ZMAT2"
"SCML4"
"PRPS1"
"LACTB2"
"HAUS6"
"IDNK"
"STOM"
"GSN"
"NRBF2"
"CAMK2G"
"ADD3"
"EIF3M"
"CAPN5"
"ATM"
"HIRIP3"
"EEF1AKMT1"
"NKAPD1"
"GPATCH11"
"GEMIN6"
"OBI1"
"PFKM"
"PELO"
"ANAPC1"
"CETN3"
"CD96"
"NUS1"
"PITPNC1"
"ACSS1"
"LARP1"
"MTERF3"
"PTDSS1"
"BAG4"
"PANK4"
"EYA3"
"F11R"
"EPB41"
"CCDC117"
"RRP1"
"ITGB2"
"SLX9"
"NBEAL2"
"GPATCH4"
"OMA1"
"DENND2D"
"ACP6"
"CAPN2"
"WDCP"
"SMARCAD1"
"ARPC2"
"TGFBR2"
"SUCLG1"
"PYHIN1"
"TTC14"
"SNRK"
"LZTFL1"
"NMNAT3"
"POLR2H"
"ATRIP"
"SAP30"
"NAA15"
"CASP3"
"CTSB"
"DNAAF5"
"PHAX"
"YWHAZ"
"CRYL1"
"DNAAF2"
"COMTD1"
"PMPCA"
"IKBIP"
"TMED3"
"HSP90B1"
"SLFN5"
"PATL1"
"SMAD3"
"CNPY4"
"DUS2"
"ENGASE"
"ACAA2"
"IRGQ"
"HDGFL2"
"SERPINF2"
"ZNF598"
"KCTD5"
"NLRC3"
"MGAT2"
"ARF4"
"GFM1"
"TNIP2"
"RNF181"
"HSPBAP1"
"ASMTL"
"NMD3"
"MRPL1"
"ARL13B"
"C15ORF40"
"GUSB"
"UBE2E1"
"KIF5B"
"AKAP13"
"FAM241B"
"FAM98B"
"RGS19"
"GPHN"
"BSG"
"IL16"
"NAA16"
"ZNRD2"
"SMARCC1"
"CHD2"
"PHC3"
"GNG5"
"CTU2"
"DENND4A"
"PACS1"
"PCCA"
"PHYKPL"
"TBC1D10C"
"TMEM70"
"A2M"
"BNIP3"
"KBTBD11"
"ACSF3"
"FAM91A1"
"THAP4"
"IL17RA"
"IMPDH2"
"C2ORF69"
"DDX10"
"ZHX2"
"SPTY2D1"
"PACS2"
"GEMIN4"
"MYADM"
"GIPC3"
"ARHGAP45"
"ZNF101"
"SATB1"
"SRPRA"
"HMGN4"
"SLC25A10"
"MX2"
"TBL3"
"CRELD2"
"TXNRD2"
"NELL2"
"EIF4ENIF1"
"PURA"
"PRMT3"
"EVI2B"
"NKRF"
"BCR"
"NAP1L1"
"TCEA1"
"GTF2F2"
"SELL"
"H2AX"
"SLX4"
"NOC2L"
"JPT1"
"IARS1"
"EVL"
"HSH2D"
"GM2A"
"ZSCAN26"
"IGF2R"
"ZGPAT"
"SND1"
"FAR1"
"FCHSD1"
"HSD17B11"
"GFPT1"
"YTHDF2"
"CCDC69"
"MT-CO2"
"PRC1"
"BAG6"
"TSN"
"HEXA"
"LBH"
"LAT"
"NCKIPSD"
"GALT"
"MCRIP1"
"CDKN2AIPNL"
"MTFP1"
"ARFGAP3"
"HBB"
"TWF2"
"PINX1"
"PECAM1"
"NDUFA7"
"MLLT6"
"PRAG1"
"TTC27"
"DEF6"
"SEC63"
"ABCF2"
"DDX20"
"PMS1"
"CD84"
"DLGAP4"
"CHKB"
"TELO2"
"TTI1"
"RASAL3"
"ERLIN1"
"SPOCK2"
"MINPP1"
"CYTH1"
"MANBA"
"GALNT7"
"ZPR1"
"VWA5A"
"CD81"
"NDUFS8"
"TXNDC9"
"CRYZ"
"ABCD3"
"IDE"
"EPHX2"
"A1BG"
"SBDS"
"COLGALT1"
"EIF2S3"
"F12"
"KIF3A"
"PDHA1"
"JCHAIN"
"FLOT2"
"GIMAP4"
"BPHL"
"PPP2R1B"
"SSB"
"ITGB7"
"SLC12A6"
"ELAC1"
"G3BP1"
"FLI1"
"HS2ST1"
"MSI2"
"APOOL"
"TSC22D3"
"AP3S2"
"ATAD3B"
"PRPSAP1"
"GMEB1"
"JAK1"
"SAP30L"
"FBP1"
"TPP1"
"SAAL1"
"MARS1"
"SLC3A2"
"CEP120"
"MMGT1"
"SYAP1"
"PTEN"
"CD28"
"C8ORF33"
"C1S"
"ATP6V0A2"
"ZFP36L1"
"C2ORF76"
"CD55"
"SERPINA1"
"LTN1"
"GPSM3"
"TTC4"
"IKBKE"
"APOD"
"GZMK"
"NOSIP"
"C1R"
"SH3BP1"
"GSS"
"CD40"
"ELF4"
"SFXN3"
"RNF167"
"DCPS"
"FOXRED1"
"MVK"
"ALDH5A1"
"PIK3CA"
"MORC2"
"VEZF1"
"TLE3"
"CEP131"
"ABHD10"
"DOCK11"
"FOXO1"
"MOV10"
"ARHGAP25"
"ECI1"
"JUNB"
"COMMD1"
"EHBP1L1"
"WDR73"
"PROS1"
"IFIT1"
"RCSD1"
"REPIN1"
"HIVEP2"
"FUT8"
"PYCARD"
"CD37"
"TMEM245"
"ERBIN"
"ITGA4"
"ARHGEF2"
"SEPTIN6"
"THBS1"
"ITPKB"
"NTMT1"
"SEC11C"
"MBP"
"LIME1"
"ACY1"
"CISD3"
"SLC4A7"
"RENBP"
"TBL2"
"CCND3"
"NPC2"
"ARFIP2"
"ALOX5AP"
"CEMIP2"
"GALNS"
"SOD1"
"IKZF3"
"RBL1"
"POLRMT"
"GLCCI1"
"CTSC"
"MEF2D"
"LAPTM5"
"SLC25A32"
"UBE2H"
"ANAPC10"
"MSRA"
"MRM1"
"GZMA"
"RBKS"
